candidate,party,criminal_cases,education,age,myneta_url
"Kudanthai Arasan, J.",Amma Makkal Munnettra Kazagam,2,Graduate Professional,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3397
"Madhankumar, R.",Indiya Jananayaka Katchi,0,10th Pass,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3399
"Marimuthu, G.",IND,0,Others,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3404
"Mariyappan, N.",IND,0,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3405
"Nedumaran, S.",IND,0,12th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3402
"Puratchi Mani, M.",BSP,5,Doctorate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2049
"Suresh, R.",Anaithu Makkal Puratchi Katchi,0,8th Pass,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3398
"Union Veeramani, S.",AIADMK,0,10th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2050
"Anbalagan, G.",DMK,6,10th Pass,72,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=106
"Anandh, M.",Naam Tamilar Katchi,0,Graduate Professional,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1384
"Ayyappan, M.",IND,0,Graduate Professional,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1376
"Balamurugan, S.",Amma Makkal Munnettra Kazagam,0,10th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1382
"Gopalakrishnan, G.",Makkal Needhi Maiam,0,Post Graduate,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1379
"Gurumoorthi, D.",IND,8,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3406
"Prakash, P.",IND,0,10th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3407
"Srithar Vandayar, G.M.",AIADMK,6,Post Graduate,65,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1381
"Vijayakumar, C.",IND,0,10th Pass,68,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=512
"Dr.Jawahirullah, M.H.",DMK,1,Doctorate,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1940
"Gopi, N.",IND,0,5th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3412
"Gopinathan, K.",AIADMK,1,12th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1939
"Gopinathan, R.",IND,0,Graduate Professional,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3413
"Krishnakumar, N.",Naam Tamilar Katchi,5,Graduate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3408
"Mehraj Banu, N.",All India Jananayaka Makkal Kazhagam,0,8th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3411
"Muthukumar, R.",Anaithu Makkal Puratchi Katchi,0,Post Graduate,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3410
"Raja, A.",IND,1,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3416
"Rengasamy, M.",Amma Makkal Munnettra Kazagam,2,Graduate,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=206
"Shantha, K.",Makkal Needhi Maiam,0,12th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3409
"Thiyagarajan, V.",IND,0,Graduate Professional,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3415
"Xavier, S.",IND,0,10th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3414
Durai.Chandrasekaran,DMK,10,Graduate Professional,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=158
Aswin,BSP,0,Others,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2044
"Backiyaraj, V.",Anaithu Makkal Arasiyal Katchi,0,8th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3421
"Rajkumar, R.",IND,0,Post Graduate,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3425
"Senthilnathan, D.",Naam Tamilar Katchi,0,Doctorate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3420
"Singaravadivel, S.",IND,0,Graduate,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3423
"Sivaraman, T.",Makkal Sananayaga Kudiyarasu Katchi,1,12th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3419
"Thirumaran, P.S.",IND,0,Graduate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3424
"Venkatesan, S.",BJP,6,10th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=159
"Vijayakumar, S.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,10th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3422
"Neelamegam, T.K.G.",DMK,5,8th Pass,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=660
"Arivudainambi, V.",AIADMK,0,8th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=163
"Bharath, B.",IND,0,8th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3432
"Dinesh Babu, D.",IND,0,12th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3431
"Dr.Ramanathan, P.",DMDK,0,Graduate Professional,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2039
"Karikala Cholan, S.",NCP,4,Graduate Professional,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2038
"Sabthagiri, R.",IND,0,10th Pass,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3430
Santhosh M.,IND,0,12th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=51
"Sundaramohan, G.",Makkal Needhi Maiam,0,Post Graduate,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3426
"Vasuki, N.",IND,0,Illiterate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3429
"Xavier, A.",Peoples Party of India(secular),0,10th Pass,69,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3428
"Vaithilingam, R.",AIADMK,0,12th Pass,66,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1926
"Arunkumar, K.",IND,0,10th Pass,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3438
"Jayasooriyan, T.",IND,0,Others,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3441
"Kandhasamy, M.",Naam Tamilar Katchi,1,10th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3433
"Prabakaran, U.",Anaithu Makkal Puratchi Katchi,0,12th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3436
"Ramchandran, M.",DMK,2,Graduate Professional,76,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=56
"Rengaraj, S.",IND,0,Graduate,69,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3440
"Rengasamy, G.",Makkal Needhi Maiam,1,Post Graduate,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3437
"Sekar, M.",Amma Makkal Munnettra Kazagam,1,10th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3434
"Annadurai, K.",DMK,6,Graduate Professional,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1973
"Balakrishnan, V.",IND,0,10th Pass,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3446
Keerthika Anbu,Naam Tamilar Katchi,0,Post Graduate,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3442
"Meikkappan, T.",Anna Dravidar Kazhagam,0,Graduate,72,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3445
"Rengarajan, N.R.",AIADMK,0,10th Pass,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1972
"Selvam, S.D.S.",Amma Makkal Munnettra Kazagam,0,Graduate Professional,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=203
"Sundarraj, M.",Anaithu Makkal Puratchi Katchi,0,Illiterate,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3444
"Ashokkumar, N.",DMK,0,10th Pass,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1684
"Delipan, K.",Naam Tamilar Katchi,0,10th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3447
"Durairaj, G.",BSP,0,Graduate,69,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1681
"Elangovan, G.",IND,0,10th Pass,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1678
"Pachamuthu, P.",Indiya Jananayaka Katchi,0,Others,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3448
"Sivakumar, M.",DMDK,4,12th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1680
"Thirugnanasambandam, S.V.",AIADMK,0,12th Pass,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1685
"Uthayakumar, U.",IND,0,Post Graduate,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1679
"Ganesh, R.",INC,1,Post Graduate,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2086
A. Sardar Babu,IND,0,Graduate,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3452
"Arokiyanathan, B.",IND,0,5th Pass,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=142
"Bhojarajan, M.",BJP,0,Graduate Professional,74,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2085
"Dr.Suresh Babu, S.",Makkal Needhi Maiam,0,Post Graduate,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=740
"Jayakumar, A.",Naam Tamilar Katchi,0,12th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3450
"Krishnamurthi, B.",IND,0,Graduate,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3451
"Lakshmanan, T.",Amma Makkal Munnettra Kazagam,0,Graduate Professional,69,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3449
Alaganathan. B,IND,0,Others,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2262
Arun Kumar. M,IND,0,Graduate Professional,25,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2261
Ashok Kumar. V,IND,0,Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2260
Balaji. V,IND,0,10th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2269
Elango. K,IND,0,8th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2263
Imran Khan. M,IND,0,8th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=617
Jothi Sairam. S,IND,0,12th Pass,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2280
Kandhasamy. R,IND,0,8th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2264
Kottur Kumar. R,BSP,0,Graduate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2002
Loganathan. J,IND,0,Illiterate,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2276
Manimaran. S,IND,0,8th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2272
Murthi. R,IND,0,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2273
Prakash. C,IND,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2270
Prem Kumar. A,IND,0,Others,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2271
Rajesh. N,IND,0,10th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2274
Rishi Kumar. A,IND,0,Others,25,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2275
Saidai Duraisamy,AIADMK,3,10th Pass,69,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=616
Saravanan. D,IND,0,10th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2267
Sathish Kumar. S,IND,0,Post Graduate,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2266
Senthamizhan. G,Amma Makkal Munnettra Kazagam,0,Post Graduate,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=615
Sivasankar. S. R,IND,0,10th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2268
Snegapriya,Makkal Needhi Maiam,0,Graduate,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2258
Suresh Kumar. B,Naam Tamilar Katchi,0,12th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2259
Vasanth. H,IND,0,8th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2277
Vijaya Kumar. R,IND,0,Graduate Professional,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2278
Pon.Jayaseelan,AIADMK,0,Graduate Professional,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1075
"Babu, J.",Makkal Needhi Maiam,2,Literate,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1076
"Jayaprakash, P.",Tamilaga Makkal Thannurimai Katchi,1,10th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1078
"Kasilingam, S.",DMK,15,8th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1077
"Ketheeswaran, R.",Naam Tamilar Katchi,2,12th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=92
"Saravanan, M.",IND,0,10th Pass,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3455
"Yogeswaran, A.",DMDK,0,Literate,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3454
"Ramachandran, K.",DMK,3,12th Pass,69,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=284
"Arumugam, R.",Anaithu Makkal Puratchi Katchi,0,8th Pass,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3457
"Basha, A.",IND,0,10th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=969
"Chandran, K.",IND,0,10th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=965
"Jayaprakash, D",IND,0,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3459
"Kalaiselvan, S.",Amma Makkal Munnettra Kazagam,0,10th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3458
"Lavanya, M.",Naam Tamilar Katchi,0,Graduate Professional,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=968
"Prabhu Inbadass, S.",AITC,0,8th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3456
"Rajakumar, H.B.",Makkal Needhi Maiam,0,12th Pass,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=966
"Vinoth, D.",AIADMK,0,12th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=967
A.Maharajan,DMK,4,8th Pass,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=787
A.Logirajan,AIADMK,2,5th Pass,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=249
A.Veluchamy,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Illiterate,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3463
Balamurugan,National Democratic Party of South India,0,Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=784
C.Kanivel,Anaithu Makkal Puratchi Katchi,0,12th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3461
Jeyakumar,Naam Tamilar Katchi,0,10th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=248
K.Kasendran Alias Gajendran,IND,0,10th Pass,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=354
M.Divakar,IND,0,Others,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=353
M.Kumaran,My India Party,0,10th Pass,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=786
M.Raghunathan,IND,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=356
Mariyammal,IND,0,Illiterate,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3464
P.Pandidurai,IND,0,Others,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=788
P.Panivuraja,IND,0,10th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=355
R.Jeyakumar,Amma Makkal Munnettra Kazagam,4,Graduate Professional,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=792
S.Govindharaj,All India MGR Makkal Munnetra Kazhagam,0,10th Pass,65,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3462
S.Gunasekaran,Makkal Needhi Maiam,3,12th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=785
V.Jeyakodi,IND,0,Graduate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3466
Velmani,IND,3,5th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3465
K.S.Saravanakumaar,DMK,4,Post Graduate,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1978
"A.C.Mohan Raj B.P.T.,",IND,0,Graduate Professional,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=582
A.Murugesan,SUCI(C),0,5th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3470
C.Mayazhaku,IND,0,8th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3472
Dr.K.Kathirkamu,Amma Makkal Munnettra Kazagam,1,Post Graduate,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3467
M Murugan,AIADMK,0,Post Graduate,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=583
M.Muneeswaran,IND,0,10th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3475
M.Rajendran,IND,3,12th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3477
Murugan,IND,0,8th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3473
P.Ramaiya,IND,0,5th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3476
S.Chinnamuthu,My India Party,0,Graduate Professional,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3468
S.Pandiyarajan,Makkal Needhi Maiam,0,Literate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3469
Vimala,Naam Tamilar Katchi,0,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=198
O.Panneerselvam,AIADMK,0,Graduate,71,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=6
A.Abthahir,IND,0,Illiterate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3478
Arun Kumar,IND,0,5th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=886
C.Anbazhakan,IND,0,Literate,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=880
K.I.M Hakkeem,AITC,0,5th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=884
M.Anantharaj,IND,0,Graduate Professional,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3479
M.Muthusamy,Amma Makkal Munnettra Kazagam,0,10th Pass,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=881
M.Perm Chandar,Naam Tamilar Katchi,1,Post Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=62
N.Krishnan,IND,0,Illiterate,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3480
P.Ganesh Kumar,Makkal Needhi Maiam,0,8th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=889
P.Karuppiah,Bahujan Dravida Party,0,Post Graduate,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=877
P.Kumaragurubaran,IND,0,Post Graduate,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=74
P.Manimaran,IND,0,Post Graduate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=885
P.Nagendhren,IND,1,Others,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3484
Raja Mohamed,IND,0,10th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=879
S.Krishnaveni,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Illiterate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=882
