candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election,const_off
K.Rajendran,Naam Tamilar Katchi,1,Others,46,"Rs 80,05,694 ~ 80 Lacs+","Rs 24,12,460 ~ 24 Lacs+",VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=339,8005694,2412460,0,0,Vedaranyam
Mohamed Ali,Makkal Needhi Maiam,0,Post Graduate,44,"Rs 62,41,446 ~ 62 Lacs+",Rs 0 ~,VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2582,6241446,0,0,0,Vedaranyam
P.S.Arumugam,Amma Makkal Munnettra Kazagam,1,10th Pass,55,"Rs 57,03,535 ~ 57 Lacs+","Rs 8,00,000 ~ 8 Lacs+",VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2581,5703535,800000,0,0,Vedaranyam
P.V.Theenathayalan,IND,0,Others,44,"Rs 1,40,94,582 ~ 1 Crore+","Rs 1,62,34,234 ~ 1 Crore+",VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2586,14094582,16234234,0,0,Vedaranyam
R.Kathirvel,IND,2,5th Pass,45,,,VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2585,,,0,0,Vedaranyam
R.Panneerselvam,BSP,0,5th Pass,58,"Rs 26,42,500 ~ 26 Lacs+",Rs 0 ~,VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2095,2642500,0,0,0,Vedaranyam
R.Ramamurthy,IND,0,Graduate,66,"Rs 26,56,945 ~ 26 Lacs+",Rs 0 ~,VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2583,2656945,0,0,0,Vedaranyam
S.K.Vetharathinam,DMK,3,10th Pass,62,,,VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2097,,,0,0,Vedaranyam
T.Ramajayam,IND,0,Others,37,"Rs 55,500 ~ 55 Thou+",Rs 0 ~,VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2584,55500,0,0,0,Vedaranyam
T.Sundaravadivelan,SHS,0,12th Pass,44,"Rs 29,06,600 ~ 29 Lacs+",Rs 0 ~,VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2096,2906600,0,0,0,Vedaranyam
V.Veerakumar,IND,0,5th Pass,32,,,VEDHARANYAM,NAGAPATTINAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2587,,,0,0,Vedaranyam
Mathiventhan M,DMK,0,Graduate Professional,36,"Rs 5,22,43,724 ~ 5 Crore+","Rs 2,21,20,788 ~ 2 Crore+",RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1998,52243724,22120788,1,0,Rasipuram (SC)
Anbalagan S,Amma Makkal Munnettra Kazagam,0,Post Graduate,71,"Rs 2,60,21,311 ~ 2 Crore+","Rs 34,50,736 ~ 34 Lacs+",RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3137,26021311,3450736,0,0,Rasipuram (SC)
Arulmozhidevan P,Tamilaga Makkal Thannurimai Katchi,0,Others,64,"Rs 22,67,000 ~ 22 Lacs+","Rs 3,00,000 ~ 3 Lacs+",RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3136,2267000,300000,0,0,Rasipuram (SC)
Chinnusamy P,Ganasangam Party of India,0,10th Pass,66,,,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3140,,,0,0,Rasipuram (SC)
Jayanthi M,Ambedkarite Party of India,0,Graduate,49,"Rs 3,51,000 ~ 3 Lacs+",Rs 0 ~,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=608,351000,0,0,0,Rasipuram (SC)
Madhiyazhagan D,IND,0,10th Pass,46,"Rs 26,000 ~ 26 Thou+",Rs 0 ~,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3143,26000,0,0,0,Rasipuram (SC)
Manivannan A,IND,1,12th Pass,29,,,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3142,,,0,0,Rasipuram (SC)
Muniyappan M,IND,0,Graduate,36,"Rs 1,06,000 ~ 1 Lacs+",Rs 0 ~,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3144,106000,0,0,0,Rasipuram (SC)
Palanivel S,IND,0,Literate,63,,,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=187,,,0,0,Rasipuram (SC)
Poongodi S,IND,0,Illiterate,43,"Rs 96,000 ~ 96 Thou+",Rs 0 ~,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3141,96000,0,0,0,Rasipuram (SC)
Ramkumar R,Indiya Jananayaka Katchi,0,Graduate Professional,37,"Rs 3,60,500 ~ 3 Lacs+",Rs 0 ~,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3138,360500,0,0,0,Rasipuram (SC)
Saroja V. Dr,AIADMK,0,Graduate Professional,72,,,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=609,,,0,0,Rasipuram (SC)
Seerangan P,IND,0,Illiterate,59,"Rs 6,47,000 ~ 6 Lacs+",Rs 0 ~,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=186,647000,0,0,0,Rasipuram (SC)
Silambarasi K,Naam Tamilar Katchi,0,12th Pass,34,"Rs 5,54,873 ~ 5 Lacs+","Rs 70,000 ~ 70 Thou+",RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3139,554873,70000,0,0,Rasipuram (SC)
Vijaya K,BSP,0,8th Pass,51,,,RASIPURAM(SC),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1999,,,0,0,Rasipuram (SC)
Ponnusamy K,DMK,0,8th Pass,69,"Rs 76,65,424 ~ 76 Lacs+","Rs 46,983 ~ 46 Thou+",SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2014,7665424,46983,0,0,Senthamangalam (ST)
Chandran P,Amma Makkal Munnettra Kazagam,0,8th Pass,59,"Rs 57,29,200 ~ 57 Lacs+","Rs 15,00,000 ~ 15 Lacs+",SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3145,5729200,1500000,0,0,Senthamangalam (ST)
Chandran S,AIADMK,0,8th Pass,55,"Rs 98,05,607 ~ 98 Lacs+","Rs 85,00,000 ~ 85 Lacs+",SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=629,9805607,8500000,0,0,Senthamangalam (ST)
Chandrasekaran C,IND,0,10th Pass,55,,,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3149,,,0,0,Senthamangalam (ST)
Dinesh C,IND,0,Post Graduate,27,"Rs 4,25,000 ~ 4 Lacs+",Rs 0 ~,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3151,425000,0,0,0,Senthamangalam (ST)
Durairaj S,IND,0,12th Pass,38,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3152,100000,0,0,0,Senthamangalam (ST)
Muthusamy C,IND,0,Graduate,59,,,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3154,,,0,0,Senthamangalam (ST)
Prasath S,IND,0,Others,31,"Rs 5,15,000 ~ 5 Lacs+",Rs 0 ~,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3153,515000,0,0,0,Senthamangalam (ST)
Ramasamy K.V,IND,0,Graduate,62,,,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=172,,,0,0,Senthamangalam (ST)
Ramesh R,IND,0,5th Pass,38,"Rs 6,18,000 ~ 6 Lacs+","Rs 1,00,000 ~ 1 Lacs+",SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3156,618000,100000,0,0,Senthamangalam (ST)
Ranchith C,IND,0,10th Pass,29,"Rs 7,87,702 ~ 7 Lacs+",Rs 0 ~,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3155,787702,0,0,0,Senthamangalam (ST)
Rohini T,Naam Tamilar Katchi,0,Graduate Professional,31,,,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3147,,,0,0,Senthamangalam (ST)
Sankar P,IND,0,Others,30,"Rs 42,000 ~ 42 Thou+",Rs 0 ~,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3148,42000,0,0,0,Senthamangalam (ST)
Selvaraj V,Indiya Jananayaka Katchi,0,5th Pass,44,"Rs 7,77,000 ~ 7 Lacs+",Rs 0 ~,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3146,777000,0,0,0,Senthamangalam (ST)
Thiyagarajan C,IND,0,Post Graduate,41,,,SENTHAMANGALAM(ST),NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3150,,,0,0,Senthamangalam (ST)
Sekarbabu. P.K,DMK,25,10th Pass,58,"Rs 2,10,54,762 ~ 2 Crore+","Rs 17,80,000 ~ 17 Lacs+",HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=422,21054762,1780000,1,0,Harbour
Ahamed Fazil. M,Naam Tamilar Katchi,0,Graduate Professional,31,"Rs 19,86,135 ~ 19 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1824,1986135,0,0,0,Harbour
Anandraj. T.K,IND,0,Graduate Professional,37,"Rs 3,75,000 ~ 3 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1823,375000,0,0,0,Harbour
Chandran. R,IND,0,Graduate Professional,30,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2311,,,0,0,Harbour
Damodharan. A.G,IND,0,Graduate Professional,47,"Rs 3,11,000 ~ 3 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2315,311000,0,0,0,Harbour
Ganesh. S,IND,0,Graduate Professional,39,"Rs 11,500 ~ 11 Thou+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2310,11500,0,0,0,Harbour
Kamal. J,IND,0,Graduate Professional,27,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1095,,,0,0,Harbour
Krishnakumar. G,IND,0,Graduate Professional,35,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=425,200000,0,0,0,Harbour
Mahalingam. D,IND,0,8th Pass,50,"Rs 11,45,000 ~ 11 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1826,1145000,0,0,0,Harbour
Nagaraj. S,IND,0,Graduate,35,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1104,,,0,0,Harbour
Pugalenthi. P,IND,0,Graduate Professional,48,"Rs 6,03,577 ~ 6 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2316,603577,0,0,0,Harbour
Raghunath. K,IND,0,Post Graduate,49,"Rs 1,75,000 ~ 1 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2317,175000,0,0,0,Harbour
Ramesh. A,Makkal Needhi Maiam,3,12th Pass,41,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2307,,,0,0,Harbour
Ramesh. D,IND,0,Post Graduate,58,"Rs 13,75,896 ~ 13 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1092,1375896,0,0,0,Harbour
Ramki. P,IND,0,Graduate Professional,32,"Rs 1,75,000 ~ 1 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1094,175000,0,0,0,Harbour
Ravikumar. C,BSP,0,8th Pass,35,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=424,,,0,0,Harbour
Santhana Krishnan. P,Amma Makkal Munnettra Kazagam,0,10th Pass,46,"Rs 1,85,33,389 ~ 1 Crore+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1100,18533389,0,0,0,Harbour
Selvakumar. R,IND,0,10th Pass,60,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2313,,,0,0,Harbour
Selvam. P,IND,0,8th Pass,53,"Rs 1,95,000 ~ 1 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1822,195000,0,0,0,Harbour
Selvaraj. S,IND,0,Graduate Professional,46,"Rs 8,35,019 ~ 8 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2314,835019,0,0,0,Harbour
Shankar. A,IND,0,Graduate,31,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1103,,,0,0,Harbour
Sivaraman. G,IND,0,Graduate Professional,46,"Rs 16,06,441 ~ 16 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1825,1606441,0,0,0,Harbour
Srinivasan. P,IND,0,Post Graduate,49,"Rs 1,95,000 ~ 1 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2319,195000,0,0,0,Harbour
Suresh. R,IND,0,Graduate Professional,39,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2312,,,0,0,Harbour
Udhayakumar. V,IND,0,Graduate Professional,31,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2309,150000,0,0,0,Harbour
Vinoj. P. Selvam,BJP,7,Graduate Professional,34,"Rs 13,16,57,207 ~ 13 Crore+","Rs 3,06,56,249 ~ 3 Crore+",HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1101,131657207,30656249,0,0,Harbour
Vivek Ram. A,IND,0,Graduate Professional,31,,,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2318,,,0,0,Harbour
Zionraj. M,IND,0,5th Pass,37,"Rs 1,95,000 ~ 1 Lacs+",Rs 0 ~,HARBOUR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=423,195000,0,0,0,Harbour
Ramalingam P,DMK,0,Post Graduate,55,,,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1906,,,1,0,Namakkal
Adham Farook S,Makkal Needhi Maiam,0,Graduate,31,"Rs 1,87,72,400 ~ 1 Crore+","Rs 33,50,000 ~ 33 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3158,18772400,3350000,0,0,Namakkal
Anbumani,IND,0,12th Pass,43,"Rs 14,32,000 ~ 14 Lacs+","Rs 6,45,000 ~ 6 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3166,1432000,645000,0,0,Namakkal
Arul Selvan,IND,1,Others,53,,,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3165,,,0,0,Namakkal
Baskar B,Naam Tamilar Katchi,0,Doctorate,46,"Rs 5,38,82,254 ~ 5 Crore+","Rs 3,96,52,102 ~ 3 Crore+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=558,53882254,39652102,0,0,Namakkal
Baskar K.P.P.,AIADMK,0,12th Pass,51,"Rs 11,26,42,047 ~ 11 Crore+","Rs 6,50,31,968 ~ 6 Crore+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=232,112642047,65031968,0,0,Namakkal
Cho V,IND,0,Graduate,49,,,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3170,,,0,0,Namakkal
Deepan Chakkravarthi S,IND,0,12th Pass,30,"Rs 21,274 ~ 21 Thou+",Rs 0 ~,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3171,21274,0,0,0,Namakkal
Jawahar,IND,0,10th Pass,27,"Rs 60,18,000 ~ 60 Lacs+","Rs 38,00,000 ~ 38 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3174,6018000,3800000,0,0,Namakkal
Jayaramachandran P,IND,0,12th Pass,38,,,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3175,,,0,0,Namakkal
Kanakaraj K,Ganasangam Party of India,0,Graduate Professional,49,"Rs 21,71,780 ~ 21 Lacs+",Rs 0 ~,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=233,2171780,0,0,0,Namakkal
Kuppusamy M,IND,0,8th Pass,39,"Rs 86,000 ~ 86 Thou+",Rs 0 ~,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3167,86000,0,0,0,Namakkal
Madheswaran A.S,My India Party,0,Literate,56,,,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3164,,,0,0,Namakkal
Muthusamy S,IND,0,Others,44,"Rs 5,74,500 ~ 5 Lacs+","Rs 2,97,000 ~ 2 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3172,574500,297000,0,0,Namakkal
Ramalingam K,IND,0,10th Pass,65,"Rs 50,046 ~ 50 Thou+",Rs 0 ~,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3173,50046,0,0,0,Namakkal
Ramasamy P,BSP,0,12th Pass,56,"Rs 5,06,520 ~ 5 Lacs+","Rs 1,88,500 ~ 1 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=234,506520,188500,0,0,Namakkal
Ramesh T,Ahimsa Socialist Party,0,Graduate,40,"Rs 71,25,956 ~ 71 Lacs+",Rs 0 ~,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=42,7125956,0,0,0,Namakkal
Saravanan A,National Peoples Party,0,12th Pass,52,,,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3157,,,0,0,Namakkal
Saravanan S,Naadaalum Makkal Katchi,0,Post Graduate,31,"Rs 38,000 ~ 38 Thou+",Rs 0 ~,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3159,38000,0,0,0,Namakkal
Selvakumar E,Manitha Urimaigal Kalaagam,0,Graduate,42,"Rs 42,95,000 ~ 42 Lacs+","Rs 38,00,000 ~ 38 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3161,4295000,3800000,0,0,Namakkal
Selvakumar R,IND,0,Others,52,,,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3169,,,0,0,Namakkal
Selvi K,DMDK,0,Graduate Professional,49,"Rs 1,93,15,000 ~ 1 Crore+","Rs 19,00,000 ~ 19 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1907,19315000,1900000,0,0,Namakkal
Sivakumar D,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,12th Pass,48,"Rs 60,41,000 ~ 60 Lacs+","Rs 56,11,522 ~ 56 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3160,6041000,5611522,0,0,Namakkal
Suresh Kumar L,IND,0,Graduate Professional,51,,,NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3168,,,0,0,Namakkal
Tamizhvanan K,Tamilaga Makkal Thannurimai Katchi,0,8th Pass,63,"Rs 24,46,000 ~ 24 Lacs+","Rs 80,000 ~ 80 Thou+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3162,2446000,80000,0,0,Namakkal
Thiyagarajan R,Samaniya Makkal Nala Katchi,0,10th Pass,32,"Rs 3,01,800 ~ 3 Lacs+","Rs 1,18,007 ~ 1 Lacs+",NAMAKKAL,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3163,301800,118007,0,0,Namakkal
Sekar S,AIADMK,0,Graduate Professional,50,,,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=573,,,1,0,Paramathi-Velur
Balasubramanian A,IND,0,10th Pass,37,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3192,30000,0,0,0,Paramathi-Velur
Devandran G,IND,0,Others,34,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3188,25000,0,0,0,Paramathi-Velur
Jayakumar K,IND,0,Graduate,48,,,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3197,,,0,0,Paramathi-Velur
Karthikeyan N,IND,0,10th Pass,38,"Rs 8,50,139 ~ 8 Lacs+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3179,850139,0,0,0,Paramathi-Velur
Kuzhandaivel K,IND,0,8th Pass,36,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3180,20000,0,0,0,Paramathi-Velur
Mani K,Ganasangam Party of India,0,Literate,49,,,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3178,,,0,0,Paramathi-Velur
Moorthiy K S,DMK,1,Graduate,59,"Rs 5,53,28,049 ~ 5 Crore+","Rs 41,49,213 ~ 41 Lacs+",PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=575,55328049,4149213,0,0,Paramathi-Velur
Moorthy M,IND,0,Illiterate,56,"Rs 6,12,576 ~ 6 Lacs+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3196,612576,0,0,0,Paramathi-Velur
Nallappan K,IND,0,5th Pass,41,,,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3189,,,0,0,Paramathi-Velur
Natarajan K,Makkal Needhi Maiam,0,Graduate Professional,65,"Rs 3,03,11,430 ~ 3 Crore+","Rs 15,00,000 ~ 15 Lacs+",PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3177,30311430,1500000,0,0,Paramathi-Velur
Papathi R,IND,0,Illiterate,60,"Rs 1,85,000 ~ 1 Lacs+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3190,185000,0,0,0,Paramathi-Velur
Periasamy R,IND,0,12th Pass,51,,,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3195,,,0,0,Paramathi-Velur
Prabhaharan M,IND,0,Others,31,"Rs 72,000 ~ 72 Thou+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3194,72000,0,0,0,Paramathi-Velur
Raman V,BSP,0,5th Pass,48,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1971,11000,0,0,0,Paramathi-Velur
Saminathan P P,Amma Makkal Munnettra Kazagam,0,Others,55,,,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=574,,,0,0,Paramathi-Velur
Samynathan G,IND,0,12th Pass,26,"Rs 3,65,371 ~ 3 Lacs+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3182,365371,0,0,0,Paramathi-Velur
Sathiskumar D,IND,0,10th Pass,34,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3181,25000,0,0,0,Paramathi-Velur
Seerangan P,IND,0,10th Pass,42,,,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3183,,,0,0,Paramathi-Velur
Sekar N,IND,0,10th Pass,49,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3185,25000,0,0,0,Paramathi-Velur
Sekar R,IND,0,10th Pass,50,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,PARAMATHIVELUR,NAMAKKAL,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3186,25000,0,0,0,Paramathi-Velur
