candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election
Sivaraman. S,IND,0,Others,42,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,SALEM WEST,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2747,50000,0,0,0
Thiyagarajan. A,Makkal Needhi Maiam,0,Post Graduate,29,"Rs 6,85,01,137 ~ 6 Crore+","Rs 55,87,504 ~ 55 Lacs+",SALEM WEST,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2729,68501137,5587504,0,0
Thiyagarajan. M,IND,0,12th Pass,36,,,SALEM WEST,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2748,,,0,0
Vijayakumar. R,Dhesiya Makkal Kazhagam,0,Others,26,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,SALEM WEST,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2730,30000,0,0,0
R. Rajendran,DMK,16,Graduate Professional,61,,,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=184,,,1,0
A Rameshkumar,IND,0,Others,33,"Rs 17,22,000 ~ 17 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2765,1722000,0,0,0
C Natarajan,Amma Makkal Munnettra Kazagam,1,Graduate Professional,58,"Rs 3,20,77,184 ~ 3 Crore+","Rs 8,63,43,393 ~ 8 Crore+",SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=183,32077184,86343393,0,0
D.Murali,Dhesiya Makkal Kazhagam,0,Graduate,29,,,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2759,,,0,0
G.Venkatachalam,AIADMK,0,8th Pass,57,"Rs 2,63,01,483 ~ 2 Crore+","Rs 37,98,115 ~ 37 Lacs+",SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=182,26301483,3798115,0,0
Imayaeswaran N,Naam Tamilar Katchi,0,Others,39,"Rs 4,05,000 ~ 4 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2756,405000,0,0,0
M Ahamedshahjahan,MGR Makkal Katchi,1,Post Graduate,51,,,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=48,,,0,0
M.P.Panneer Selvam,National Peoples Party,0,Post Graduate,60,"Rs 11,25,500 ~ 11 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2755,1125500,0,0,0
M.R.Nawazudieen,IND,0,10th Pass,36,"Rs 48,02,000 ~ 48 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2763,4802000,0,0,0
M.Shanmuga Sundaram,IND,0,Others,35,,,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2760,,,0,0
N Devaraj,IND,0,8th Pass,47,"Rs 11,50,000 ~ 11 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2762,1150000,0,0,0
P.Ramachandran,IND,0,12th Pass,33,"Rs 1,35,548 ~ 1 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2766,135548,0,0,0
R Palanisamy,IND,0,10th Pass,50,,,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2764,,,0,0
R S Guru Chakravarthy,Makkal Needhi Maiam,0,Post Graduate,40,"Rs 26,53,97,641 ~ 26 Crore+","Rs 1,86,28,593 ~ 1 Crore+",SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2757,265397641,18628593,0,0
R Senthilkumar,IND,0,10th Pass,41,"Rs 2,89,000 ~ 2 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2761,289000,0,0,0
S Rajasekar,IND,0,5th Pass,53,"Rs 3,50,000 ~ 3 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2767,350000,0,0,0
S Velan,BSP,0,Post Graduate,58,"Rs 11,600 ~ 11 Thou+","Rs 10,00,000 ~ 10 Lacs+",SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2003,11600,1000000,0,0
S. Babu,My India Party,0,10th Pass,45,,,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2758,,,0,0
T.Vijaya Raj,IND,0,10th Pass,38,"Rs 1,89,000 ~ 1 Lacs+",Rs 0 ~,SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2768,189000,0,0,0
Vaathiar C Murugan,Ambedkarite Party of India,0,8th Pass,42,"Rs 7,22,486 ~ 7 Lacs+","Rs 9,00,000 ~ 9 Lacs+",SALEM NORTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=49,722486,900000,0,0
E.Balasubramaniyan,AIADMK,0,Graduate,60,"Rs 3,56,09,566 ~ 3 Crore+","Rs 39,75,579 ~ 39 Lacs+",SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=179,35609566,3975579,1,0
A.S.Saravanan,DMK,2,5th Pass,48,"Rs 2,80,83,858 ~ 2 Crore+","Rs 90,03,267 ~ 90 Lacs+",SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2004,28083858,9003267,0,0
B.Devi,IND,0,Literate,41,"Rs 5,66,413 ~ 5 Lacs+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2789,566413,0,0,0
D.M.Mohammad Nazeerudeen,IND,0,Post Graduate,75,,,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2793,,,0,0
K.Mariappan,IND,0,10th Pass,39,"Rs 8,92,000 ~ 8 Lacs+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2792,892000,0,0,0
K.N.Veerasenan,IND,0,Post Graduate,33,,,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2795,,,0,0
K.Selvaraj,IND,0,8th Pass,41,"Rs 4,96,287 ~ 4 Lacs+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2778,496287,0,0,0
K.Yasin Basha,IND,0,5th Pass,41,"Rs 20,35,200 ~ 20 Lacs+","Rs 15,00,000 ~ 15 Lacs+",SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2794,2035200,1500000,0,0
M.Kumar,IND,0,10th Pass,51,,,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2774,,,0,0
M.Periyasamy,IND,0,5th Pass,55,Nil,Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2790,,0,0,0
M.Prabu Manikandan,Makkal Needhi Maiam,0,Graduate Professional,30,"Rs 25,72,672 ~ 25 Lacs+","Rs 9,06,500 ~ 9 Lacs+",SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2770,2572672,906500,0,0
M.Sundar,Ambedkarite Party of India,0,8th Pass,35,,,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=180,,,0,0
N.Mayakannan,IND,0,8th Pass,40,"Rs 36,500 ~ 36 Thou+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2791,36500,0,0,0
R.Elavarasan,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,8th Pass,33,"Rs 1,65,000 ~ 1 Lacs+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=619,165000,0,0,0
R.Sundaram,IND,0,5th Pass,56,,,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2777,,,0,0
R.Velmurugan,CPI(ML)(L),0,Literate,37,"Rs 94,417 ~ 94 Thou+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=621,94417,0,0,0
S.Krishnakumar,IND,0,8th Pass,46,"Rs 3,86,431 ~ 3 Lacs+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2773,386431,0,0,0
S.Mariamma,Naam Tamilar Katchi,0,Others,37,,,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2771,,,0,0
S.Murali,BSP,0,Graduate Professional,32,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2005,11000,0,0,0
S.Raji,Dhesiya Makkal Kazhagam,0,5th Pass,45,"Rs 5,60,000 ~ 5 Lacs+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2772,560000,0,0,0
S.Saravanan,IND,0,10th Pass,30,,,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2775,,,0,0
Samundeswari.V,IND,0,10th Pass,41,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2776,20000,0,0,0
Sathiyapriya,RPI(A),0,Graduate,30,"Rs 3,96,000 ~ 3 Lacs+","Rs 1,50,000 ~ 1 Lacs+",SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2769,396000,150000,0,0
Se.Venkatajalam,Amma Makkal Munnettra Kazagam,2,10th Pass,65,,,SALEM SOUTH,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=181,,,0,0
M.K. Mohan,DMK,4,8th Pass,68,"Rs 2,11,20,99,843 ~ 211 Crore+","Rs 2,77,73,052 ~ 2 Crore+",ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=297,2112099843,27773052,1,0
A. Jayaprakash,IND,0,10th Pass,54,"Rs 3,33,447 ~ 3 Lacs+",Rs 0 ~,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2151,333447,0,0,0
Ansar Ahamed,Anaithu Makkal Arasiyal Katchi,0,10th Pass,54,"Rs 50,65,000 ~ 50 Lacs+","Rs 75,40,000 ~ 75 Lacs+",ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2136,5065000,7540000,0,0
D. Jeevithkumar,BSP,0,Graduate,30,,,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2135,,,0,0
Hari Shankar,IND,0,Others,45,"Rs 31,000 ~ 31 Thou+",Rs 0 ~,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2152,31000,0,0,0
J. Nagaraj,New Generation Peoples Party,0,Others,42,"Rs 32,91,264 ~ 32 Lacs+","Rs 15,00,000 ~ 15 Lacs+",ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2138,3291264,1500000,0,0
K. Sathish Kumar,IND,0,Graduate Professional,32,,,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2146,,,0,0
K.N. Gunasekaran,Amma Makkal Munnettra Kazagam,0,5th Pass,60,"Rs 4,14,45,000 ~ 4 Crore+",Rs 0 ~,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=795,41445000,0,0,0
L. Kasinathan,IND,0,Graduate Professional,64,"Rs 47,87,287 ~ 47 Lacs+",Rs 0 ~,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2143,4787287,0,0,0
M. Manokaran,IND,0,5th Pass,51,,,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2150,,,0,0
M. Veriyandi,Anna MGR Dravida Makkal Kalgam,0,Illiterate,36,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2142,1000,0,0,0
P. Dhanasekar,Nam India Naam Indiyar Katchi,1,10th Pass,37,,,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2137,,,0,0
P. Manimaran,IND,0,5th Pass,55,"Rs 22,455 ~ 22 Thou+",Rs 0 ~,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2149,22455,0,0,0
P.E. Gopinath,IND,0,10th Pass,30,"Rs 2,70,000 ~ 2 Lacs+",Rs 0 ~,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2144,270000,0,0,0
R. Saravanan,IND,0,Post Graduate,55,,,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2147,,,0,0
S. Gokula Indira,AIADMK,0,Post Graduate,55,"Rs 7,99,16,968 ~ 7 Crore+","Rs 5,61,32,938 ~ 5 Crore+",ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=296,79916968,56132938,0,0
S. Sathyanarayanan,IND,0,10th Pass,47,"Rs 6,45,000 ~ 6 Lacs+","Rs 2,00,000 ~ 2 Lacs+",ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2145,645000,200000,0,0
S. Shankar,Naam Tamilar Katchi,0,Graduate Professional,48,,,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=250,,,0,0
S. Yuvaraja,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,8th Pass,48,"Rs 1,90,000 ~ 1 Lacs+",Rs 0 ~,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2141,190000,0,0,0
S.D. Prabhakar,Tamil Nadu Ilangyar Katchi,0,Graduate Professional,41,"Rs 10,66,989 ~ 10 Lacs+","Rs 5,50,000 ~ 5 Lacs+",ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2139,1066989,550000,0,0
V. Paulraj Guna,RPI(A),0,12th Pass,48,,,ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=796,,,0,0
V. Ponraj,Makkal Needhi Maiam,0,Doctorate,54,"Rs 7,60,22,400 ~ 7 Crore+","Rs 84,50,000 ~ 84 Lacs+",ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2140,76022400,8450000,0,0
V.M. Nagarajan,IND,0,Post Graduate,44,"Rs 62,46,332 ~ 62 Lacs+","Rs 3,63,223 ~ 3 Lacs+",ANNA NAGAR,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2148,6246332,363223,0,0
Rajamuthu M,AIADMK,0,Graduate,52,,,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2100,,,1,0
"Amutha, R.",Indiya Jananayaka Katchi,0,10th Pass,48,"Rs 1,37,99,420 ~ 1 Crore+","Rs 51,89,900 ~ 51 Lacs+",VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2803,13799420,5189900,0,0
Chinnanann M,BSP,0,Graduate,32,"Rs 5,500 ~ 5 Thou+",Rs 0 ~,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2102,5500,0,0,0
Indrajith Guptha,IND,0,Others,30,,,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2808,,,0,0
"Mani, M.",My India Party,0,10th Pass,46,"Rs 1,06,000 ~ 1 Lacs+","Rs 25,000 ~ 25 Thou+",VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2806,106000,25000,0,0
"Manikandan, S.",All India Jananayaka Makkal Kazhagam,0,Others,33,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2807,20000,0,0,0
Mohan P,SUCI(C),0,12th Pass,65,,,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=133,,,0,0
"Mohan, V.",IND,0,Illiterate,61,"Rs 4,92,349 ~ 4 Lacs+",Rs 0 ~,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2812,492349,0,0,0
"Prabakaran, P.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,Others,35,"Rs 51,200 ~ 51 Thou+","Rs 50,000 ~ 50 Thou+",VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2805,51200,50000,0,0
"Rajarathinam, K.",IND,0,Graduate,39,"Rs 11,24,358 ~ 11 Lacs+","Rs 3,00,000 ~ 3 Lacs+",VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2814,1124358,300000,0,0
Rajeshkumar S,Naam Tamilar Katchi,0,10th Pass,27,"Rs 1,07,000 ~ 1 Lacs+","Rs 8,56,882 ~ 8 Lacs+",VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=134,107000,856882,0,0
"Ramesh, C.",IND,0,12th Pass,46,,,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2813,,,0,0
Sathiyavani,Dhesiya Makkal Kazhagam,0,Illiterate,50,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2804,50000,0,0,0
"Sekar, M.",IND,0,5th Pass,52,"Rs 3,02,200 ~ 3 Lacs+",Rs 0 ~,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2811,302200,0,0,0
Selvam S K,Amma Makkal Munnettra Kazagam,4,10th Pass,59,,,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=132,,,0,0
"Senthilkumar, J.",IND,0,8th Pass,43,"Rs 4,95,450 ~ 4 Lacs+","Rs 49,314 ~ 49 Thou+",VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2809,495450,49314,0,0
"Senthilmurugan, E.",IND,0,12th Pass,38,"Rs 3,76,212 ~ 3 Lacs+","Rs 1,99,000 ~ 1 Lacs+",VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2810,376212,199000,0,0
Tharun A K,DMK,1,Post Graduate,39,,,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2101,,,0,0
"Vaithi, M.",IND,0,12th Pass,35,"Rs 21,24,973 ~ 21 Lacs+",Rs 0 ~,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2816,2124973,0,0,0
"Venkat, A.",IND,0,8th Pass,48,"Rs 11,62,000 ~ 11 Lacs+",Rs 0 ~,VEERAPANDI,SALEM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2815,1162000,0,0,0
S.Mangudi,INC,9,Graduate,58,,,KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1211,,,1,0
A.Ganesan,IND,0,Graduate Professional,59,"Rs 86,89,500 ~ 86 Lacs+","Rs 18,50,000 ~ 18 Lacs+",KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1203,8689500,1850000,0,0
A.Paramasivam,IND,0,10th Pass,47,"Rs 32,000 ~ 32 Thou+",Rs 0 ~,KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1204,32000,0,0,0
B.Vanitha,Puthiya Tamilagam,0,8th Pass,36,,,KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1207,,,0,0
Dherpoki V Pandi,Amma Makkal Munnettra Kazagam,5,10th Pass,45,"Rs 23,31,00,582 ~ 23 Crore+","Rs 13,20,03,498 ~ 13 Crore+",KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=460,233100582,132003498,0,0
H.Raja,BJP,4,Graduate Professional,63,"Rs 3,55,42,759 ~ 3 Crore+","Rs 67,36,195 ~ 67 Lacs+",KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=461,35542759,6736195,0,0
K.Velu,IND,0,8th Pass,40,,,KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1210,,,0,0
M.Naina Mohamed,IND,0,Others,26,"Rs 11,07,324 ~ 11 Lacs+","Rs 80,000 ~ 80 Thou+",KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=459,1107324,80000,0,0
N.Baluswamy,BSP,0,5th Pass,49,"Rs 39,34,600 ~ 39 Lacs+","Rs 7,00,000 ~ 7 Lacs+",KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1206,3934600,700000,0,0
N.Durai Manickam,Naam Tamilar Katchi,0,12th Pass,47,,,KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=462,,,0,0
N.Meenal,IND,1,5th Pass,51,"Rs 12,23,000 ~ 12 Lacs+",Rs 0 ~,KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3367,1223000,0,0,0
Rajkumar.G,Anna MGR Dravida Makkal Kalgam,0,5th Pass,36,"Rs 9,91,200 ~ 9 Lacs+",Rs 0 ~,KARAIKUDI,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1208,991200,0,0,0
Kr.Periyakaruppan,DMK,18,Graduate,62,"Rs 8,70,31,084 ~ 8 Crore+","Rs 82,91,004 ~ 82 Lacs+",TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2071,87031084,8291004,1,0
A.Amalan Savarimuthu,Indiya Jananayaka Katchi,1,Graduate,48,"Rs 67,59,267 ~ 67 Lacs+","Rs 6,06,600 ~ 6 Lacs+",TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3368,6759267,606600,0,0
A.Karthika,IND,0,8th Pass,30,"Rs 47,000 ~ 47 Thou+",Rs 0 ~,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=710,47000,0,0,0
A.Mallika,IND,0,Illiterate,58,,,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=712,,,0,0
A.Parthasarathy,IND,0,8th Pass,37,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3376,25000,0,0,0
Anandhan K,IND,0,5th Pass,46,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=713,25000,0,0,0
C.Kannan,IND,0,8th Pass,47,,,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=715,,,0,0
C.Paramasivam,IND,0,Graduate,47,"Rs 19,27,938 ~ 19 Lacs+","Rs 10,00,000 ~ 10 Lacs+",TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3375,1927938,1000000,0,0
G.Abdul Kishore Babu,IND,0,Graduate Professional,30,"Rs 12,86,400 ~ 12 Lacs+",Rs 0 ~,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3373,1286400,0,0,0
J.Veerayi,IND,0,Illiterate,48,,,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=714,,,0,0
K.S.K.Rajesh,IND,0,Illiterate,45,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=716,30000,0,0,0
K.Veerapandian,My India Party,0,Graduate,53,"Rs 1,32,000 ~ 1 Lacs+","Rs 1,40,000 ~ 1 Lacs+",TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3372,132000,140000,0,0
Kottaikumar,Naam Tamilar Katchi,0,Graduate,53,,,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=717,,,0,0
M.Mohamed Rabeek,IND,0,12th Pass,48,"Rs 20,10,500 ~ 20 Lacs+",Rs 0 ~,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3378,2010500,0,0,0
M.Saraswathi,Puthiya Tamilagam,0,8th Pass,39,,,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3370,,,0,0
Marudhu Alaguraj,AIADMK,0,12th Pass,52,"Rs 3,50,84,938 ~ 3 Crore+","Rs 1,02,72,228 ~ 1 Crore+",TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2072,35084938,10272228,0,0
Muthulakshmi,IND,0,Graduate,34,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3379,11000,0,0,0
P.Jeyachandran,IND,0,10th Pass,37,,,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3383,,,0,0
P.Rajeswari,IND,0,10th Pass,42,"Rs 19,27,938 ~ 19 Lacs+","Rs 10,00,000 ~ 10 Lacs+",TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3381,1927938,1000000,0,0
P.Selvaraj,IND,0,10th Pass,54,"Rs 5,00,000 ~ 5 Lacs+","Rs 1,00,000 ~ 1 Lacs+",TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3374,500000,100000,0,0
Palaniappan,IND,0,10th Pass,56,,,TIRUPPATHUR,SIVAGANGA,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=711,,,0,0
